PWY-7560	methylerythritol phosphate pathway II	RXN0-882	EC-1.17.7.1	G2Z-10306-MONOMER	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	G2Z-10306	Manes.11G144700
PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism	3.1.4.11-RXN	EC-3.1.4.11	G2Z-12536-MONOMER	phosphatidylinositol 4,5-bisphosphate lipase C	G2Z-12536	Manes.S029900
PWY-735	jasmonic acid biosynthesis	RXN-10701	EC-2.3.1.16	G2Z-7614-MONOMER	3-oxoacyl CoA thiolase	G2Z-7614	Manes.03G150200
PWY-735	jasmonic acid biosynthesis	RXN-10700	EC-2.3.1.16	G2Z-7614-MONOMER	3-oxoacyl CoA thiolase	G2Z-7614	Manes.03G150200
PWY-735	jasmonic acid biosynthesis	RXN-10699	EC-2.3.1.16	G2Z-7614-MONOMER	3-oxoacyl CoA thiolase	G2Z-7614	Manes.03G150200
PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis	3.1.4.11-RXN	EC-3.1.4.11	G2Z-12536-MONOMER	phosphatidylinositol 4,5-bisphosphate lipase C	G2Z-12536	Manes.S029900
PWY-2	putrescine degradation IV	AMINOBUTDEHYDROG-RXN	EC-1.2.1.19	G2Z-8647-MONOMER	"&gamma;-aminobutyraldehyde dehydrogenase"	G2Z-8647	Manes.06G100200
PWY-401	galactolipid biosynthesis I	2.4.1.46-RXN	EC-2.4.1.46	G2Z-11203-MONOMER	monogalactosyldiacylglycerol synthase	G2Z-11203	Manes.14G118100
COA-PWY	coenzyme A biosynthesis I (prokaryotic)	PANTEPADENYLYLTRAN-RXN	EC-2.7.7.3	G2Z-6606-MONOMER	pantetheine-phosphate adenylyltransferase	G2Z-6606	Manes.01G136800
PWY-5723	Rubisco shunt	PEPDEPHOS-RXN	EC-2.7.1.40	G2Z-9676-MONOMER	pyruvate kinase	G2Z-9676	Manes.09G143000
PWY-5723	Rubisco shunt	RIB5PISOM-RXN	EC-5.3.1.6	G2Z-8580-MONOMER	ribose-5-phosphate isomerase	G2Z-8580	Manes.06G061700
PWY-5723	Rubisco shunt	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-4.1.1.39	G2Z-6362-MONOMER	ribulose bisphosphate carboxylase	G2Z-6362	Manes.01G011500
PWY-1081	homogalacturonan degradation	RXN-2103	EC-3.2.1.15	G2Z-9469-MONOMER	endopolygalacturonase	G2Z-9469	Manes.09G024100
