Pathway-id	Pathway-name	Reaction-id	EC	Protein-id	Protein-name	Gene-id	Gene-name
ETHYL-PWY	ethylene biosynthesis I (plants)	S-ADENMETSYN-RXN	EC-2.5.1.6	G2Z-6827-MONOMER	methionine adenosyltransferase	G2Z-6827	Manes.01G260300
ETHYL-PWY	ethylene biosynthesis I (plants)	S-ADENMETSYN-RXN	EC-2.5.1.6	G2Z-7760-MONOMER	methionine adenosyltransferase	G2Z-7760	Manes.04G014500
ETHYL-PWY	ethylene biosynthesis I (plants)	S-ADENMETSYN-RXN	EC-2.5.1.6	G2Z-8065-MONOMER	methionine adenosyltransferase	G2Z-8065	Manes.05G010500
ETHYL-PWY	ethylene biosynthesis I (plants)	S-ADENMETSYN-RXN	EC-2.5.1.6	G2Z-9119-MONOMER	methionine adenosyltransferase	G2Z-9119	Manes.08G011500
ETHYL-PWY	ethylene biosynthesis I (plants)	S-ADENMETSYN-RXN	EC-2.5.1.6	G2Z-9313-MONOMER	methionine adenosyltransferase	G2Z-9313	Manes.08G108200
ETHYL-PWY	ethylene biosynthesis I (plants)	S-ADENMETSYN-RXN	EC-2.5.1.6	G2Z-9532-MONOMER	methionine adenosyltransferase	G2Z-9532	Manes.09G065200
PWY0-1319	CDP-diacylglycerol biosynthesis II	RXN-10462	EC-2.3.1.15	unknown	unknown	unknown	unknown
PWY0-1319	CDP-diacylglycerol biosynthesis II	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	EC-2.3.1.51	unknown	unknown	unknown	unknown
PWY0-1319	CDP-diacylglycerol biosynthesis II	GLYC3PDEHYDROGBIOSYN-RXN	EC-1.1.1.94	unknown	unknown	unknown	unknown
PWY0-1319	CDP-diacylglycerol biosynthesis II	CDPDIGLYSYN-RXN	EC-2.7.7.41	G2Z-6844-MONOMER	CTP:phosphatidate cytidyltransferase	G2Z-6844	Manes.01G269000
PWY0-1319	CDP-diacylglycerol biosynthesis II	CDPDIGLYSYN-RXN	EC-2.7.7.41	G2Z-7315-MONOMER	CTP:phosphatidate cytidyltransferase	G2Z-7315	Manes.02G225700
PWY0-1319	CDP-diacylglycerol biosynthesis II	CDPDIGLYSYN-RXN	EC-2.7.7.41	G2Z-7465-MONOMER	CTP:phosphatidate cytidyltransferase	G2Z-7465	Manes.03G071000
PWY0-1319	CDP-diacylglycerol biosynthesis II	CDPDIGLYSYN-RXN	EC-2.7.7.41	G2Z-7578-MONOMER	CTP:phosphatidate cytidyltransferase	G2Z-7578	Manes.03G136500
PWY0-1319	CDP-diacylglycerol biosynthesis II	CDPDIGLYSYN-RXN	EC-2.7.7.41	G2Z-11449-MONOMER	CTP:phosphatidate cytidyltransferase	G2Z-11449	Manes.15G066300
PWY-6606	guanosine nucleotides degradation II	RXN0-901	EC-1.17.1.4	G2Z-8791-MONOMER	xanthine:NAD+ oxidoreductase	G2Z-8791	Manes.06G165500
PWY-6606	guanosine nucleotides degradation II	RXN0-366	EC-3.2.2.1	unknown	unknown	unknown	unknown
PWY-6606	guanosine nucleotides degradation II	RXN-7609	EC-3.1.3.5	G2Z-12269-MONOMER	guanosine-5'-phosphate phosphohydrolase	G2Z-12269	Manes.18G026700
PWY-6606	guanosine nucleotides degradation II	RXN-7609	EC-3.1.3.5	G2Z-11371-MONOMER		G2Z-11371	Manes.15G028700
PWY-6606	guanosine nucleotides degradation II	RXN-7609	EC-3.1.3.5	G2Z-11367-MONOMER		G2Z-11367	Manes.15G027900
PWY-6606	guanosine nucleotides degradation II	RXN-7609	EC-3.1.3.5	G2Z-10088-MONOMER		G2Z-10088	Manes.11G024900
PWY-6606	guanosine nucleotides degradation II	RXN-7609	EC-3.1.3.5	G2Z-9874-MONOMER		G2Z-9874	Manes.10G059200
PWY-6606	guanosine nucleotides degradation II	RXN-7609	EC-3.1.3.5	G2Z-9435-MONOMER		G2Z-9435	Manes.09G001200
PWY-6606	guanosine nucleotides degradation II	RXN-7609	EC-3.1.3.5	G2Z-8357-MONOMER		G2Z-8357	Manes.05G159400
PWY-6606	guanosine nucleotides degradation II	RXN-7609	EC-3.1.3.5	G2Z-8233-MONOMER		G2Z-8233	Manes.05G100300
PWY-6606	guanosine nucleotides degradation II	RXN-7609	EC-3.1.3.5	G2Z-7728-MONOMER		G2Z-7728	Manes.03G212300
PWY-6606	guanosine nucleotides degradation II	RXN-7609	EC-3.1.3.5	G2Z-7676-MONOMER		G2Z-7676	Manes.03G179300
PWY-6606	guanosine nucleotides degradation II	RXN-7609	EC-3.1.3.5	G2Z-7389-MONOMER		G2Z-7389	Manes.03G035400
PWY-6606	guanosine nucleotides degradation II	GUANINE-DEAMINASE-RXN	EC-3.5.4.3	G2Z-9347-MONOMER	guanine deaminase	G2Z-9347	Manes.08G127700
PWY-6606	guanosine nucleotides degradation II	GUANINE-DEAMINASE-RXN	EC-3.5.4.3	G2Z-9696-MONOMER	guanine deaminase	G2Z-9696	Manes.09G156700
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	PWY-5120	-	G2Z-6572-MONOMER		G2Z-6572	Manes.01G117500
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	PWY-5120	-	G2Z-7008-MONOMER		G2Z-7008	Manes.02G076100
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	PWY-5120	-	G2Z-7563-MONOMER		G2Z-7563	Manes.03G130300
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	PWY-5120	-	G2Z-10221-MONOMER		G2Z-10221	Manes.11G098400
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	PWY-5120	-	G2Z-10534-MONOMER		G2Z-10534	Manes.12G098600
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	PWY-5120	-	G2Z-11458-MONOMER		G2Z-11458	Manes.15G071000
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	PWY-5120	-	G2Z-11508-MONOMER		G2Z-11508	Manes.15G100400
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	PWY-5123	-	unknown	unknown	unknown	unknown
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	PWY-922	-	unknown	unknown	unknown	unknown
LEU-DEG2-PWY	L-leucine degradation I	RXN0-2301	EC-1.3.8.4	G2Z-10304-MONOMER	isovaleryl-CoA dehydrogenase	G2Z-10304	Manes.11G142200
LEU-DEG2-PWY	L-leucine degradation I	HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	EC-4.1.3.4	G2Z-6689-MONOMER	hydroxymethylglutaryl-CoA lyase	G2Z-6689	Manes.01G177800
LEU-DEG2-PWY	L-leucine degradation I	HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	EC-4.1.3.4	G2Z-7152-MONOMER	hydroxymethylglutaryl-CoA lyase	G2Z-7152	Manes.02G137900
LEU-DEG2-PWY	L-leucine degradation I	HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	EC-4.1.3.4	G2Z-9437-MONOMER	hydroxymethylglutaryl-CoA lyase	G2Z-9437	Manes.09G003100
LEU-DEG2-PWY	L-leucine degradation I	METHYLGLUTACONYL-COA-HYDRATASE-RXN	EC-4.2.1.18	G2Z-6508-MONOMER	methylglutaconyl-CoA hydratase	G2Z-6508	Manes.01G085900
LEU-DEG2-PWY	L-leucine degradation I	METHYLCROTONYL-COA-CARBOXYLASE-RXN	EC-6.4.1.4	G2Z-8199-MONOMER	3-methylcrotonyl-CoA carboxylase	G2Z-8199	Manes.05G078300
LEU-DEG2-PWY	L-leucine degradation I	METHYLCROTONYL-COA-CARBOXYLASE-RXN	EC-6.4.1.4	G2Z-8984-MONOMER	3-methylcrotonyl-CoA carboxylase	G2Z-8984	Manes.07G078100
LEU-DEG2-PWY	L-leucine degradation I	2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN	EC-1.2.1	G2Z-7705-MONOMER	4-methyl-2-oxopentanoate dehydrogenase (acylating)	G2Z-7705	Manes.03G198100
LEU-DEG2-PWY	L-leucine degradation I	2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN	EC-1.2.1	G2Z-10649-MONOMER	4-methyl-2-oxopentanoate dehydrogenase (acylating)	G2Z-10649	Manes.12G156700
LEU-DEG2-PWY	L-leucine degradation I	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EC-2.6.1.6	G2Z-8416-MONOMER	leucine transaminase	G2Z-8416	Manes.05G184600
LEU-DEG2-PWY	L-leucine degradation I	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EC-2.6.1.6	G2Z-8417-MONOMER	leucine transaminase	G2Z-8417	Manes.05G184700
LEU-DEG2-PWY	L-leucine degradation I	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EC-2.6.1.6	G2Z-9716-MONOMER	leucine transaminase	G2Z-9716	Manes.09G164000
LEU-DEG2-PWY	L-leucine degradation I	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EC-2.6.1.6	G2Z-10562-MONOMER	leucine transaminase	G2Z-10562	Manes.12G118700
LEU-DEG2-PWY	L-leucine degradation I	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EC-2.6.1.6	G2Z-10867-MONOMER	leucine transaminase	G2Z-10867	Manes.13G107700
LEU-DEG2-PWY	L-leucine degradation I	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EC-2.6.1.6	G2Z-12317-MONOMER	leucine transaminase	G2Z-12317	Manes.18G051400
LEU-DEG2-PWY	L-leucine degradation I	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EC-2.6.1.6	G2Z-12318-MONOMER	leucine transaminase	G2Z-12318	Manes.18G051500
GLUTATHIONESYN-PWY	glutathione biosynthesis	GLUTATHIONE-SYN-RXN	EC-6.3.2.3	G2Z-9339-MONOMER	glutathione synthetase	G2Z-9339	Manes.08G123500
GLUTATHIONESYN-PWY	glutathione biosynthesis	GLUTATHIONE-SYN-RXN	EC-6.3.2.3	G2Z-9711-MONOMER	glutathione synthetase	G2Z-9711	Manes.09G162900
GLUTATHIONESYN-PWY	glutathione biosynthesis	GLUTCYSLIG-RXN	EC-6.3.2.2	G2Z-6452-MONOMER	glutamate&mdash;cysteine ligase	G2Z-6452	Manes.01G061500
GLUTATHIONESYN-PWY	glutathione biosynthesis	GLUTCYSLIG-RXN	EC-6.3.2.2	G2Z-6908-MONOMER	glutamate&mdash;cysteine ligase	G2Z-6908	Manes.02G022200
PWY-6927	chlorophyll <i>a</i> degradation II	RXN-17252	-	G2Z-7757-MONOMER	pheophorbide <i>a</i> oxygenase	G2Z-7757	Manes.04G012500
PWY-6927	chlorophyll <i>a</i> degradation II	RXN-17252	-	G2Z-11525-MONOMER	pheophorbide <i>a</i> oxygenase	G2Z-11525	Manes.15G107400
PWY-6927	chlorophyll <i>a</i> degradation II	RXN-17252	-	G2Z-11526-MONOMER	pheophorbide <i>a</i> oxygenase	G2Z-11526	Manes.15G107500
PWY-6927	chlorophyll <i>a</i> degradation II	RXN-17252	-	G2Z-11527-MONOMER	pheophorbide <i>a</i> oxygenase	G2Z-11527	Manes.15G107600
PWY-6927	chlorophyll <i>a</i> degradation II	RXN-17252	-	G2Z-11528-MONOMER	pheophorbide <i>a</i> oxygenase	G2Z-11528	Manes.15G107700
PWY-6927	chlorophyll <i>a</i> degradation II	RXN-17252	-	G2Z-11968-MONOMER	pheophorbide <i>a</i> oxygenase	G2Z-11968	Manes.16G132300
PWY-6927	chlorophyll <i>a</i> degradation II	RXN-17253	-	unknown	unknown	unknown	unknown
PWY-6927	chlorophyll <i>a</i> degradation II	RXN-7741	EC-1.3.7.12	G2Z-10901-MONOMER	red chlorophyll catabolite reductase	G2Z-10901	Manes.13G124600
PWY-6927	chlorophyll <i>a</i> degradation II	RXN-8357	EC-3.1.1.14	G2Z-7057-MONOMER	pheophytinase a	G2Z-7057	Manes.02G095700
PWY-6927	chlorophyll <i>a</i> degradation II	RXN-8357	EC-3.1.1.14	G2Z-8509-MONOMER	pheophytinase a	G2Z-8509	Manes.06G024300
PWY-6927	chlorophyll <i>a</i> degradation II	RXN-8357	EC-3.1.1.14	G2Z-11031-MONOMER	pheophytinase a	G2Z-11031	Manes.14G034100
PWY-6927	chlorophyll <i>a</i> degradation II	RXN-8357	EC-3.1.1.14	G2Z-11531-MONOMER	pheophytinase a	G2Z-11531	Manes.15G108100
PWY-6927	chlorophyll <i>a</i> degradation II	RXN-8357	EC-3.1.1.14	G2Z-11780-MONOMER	pheophytinase a	G2Z-11780	Manes.16G046800
PWY-6927	chlorophyll <i>a</i> degradation II	RXN-8378	EC-4.99.1.10	unknown	unknown	unknown	unknown
PWY-5469	sesamin biosynthesis	RXN-8677	-	G2Z-6433-MONOMER	(+)-pinoresinol-forming dirigent protein	G2Z-6433	Manes.01G050700
PWY-5469	sesamin biosynthesis	RXN-17352	EC-1.11.1.7	unknown	unknown	unknown	unknown
PWY-5469	sesamin biosynthesis	RXN-17351	EC-1.10.3.2	unknown	unknown	unknown	unknown
PWY-5469	sesamin biosynthesis	RXN-8705	EC-1	unknown	unknown	unknown	unknown
PWY-5469	sesamin biosynthesis	RXN-8704	EC-1	unknown	unknown	unknown	unknown
PWY-5469	sesamin biosynthesis	RXN-8703	EC-1.13.12	unknown	unknown	unknown	unknown
PWY-5469	sesamin biosynthesis	RXN-8696	EC-1.14.13	G2Z-8407-MONOMER	sesamin synthase	G2Z-8407	Manes.05G179500
PWY-5469	sesamin biosynthesis	RXN-8695	EC-1.14.13	G2Z-8407-MONOMER	piperitol synthase	G2Z-8407	Manes.05G179500
VALSYN-PWY	L-valine biosynthesis	ACETOLACTSYN-RXN	EC-2.2.1.6	G2Z-6378-MONOMER	acetolactate synthase	G2Z-6378	Manes.01G018500
VALSYN-PWY	L-valine biosynthesis	ACETOLACTSYN-RXN	EC-2.2.1.6	G2Z-6464-MONOMER	acetolactate synthase	G2Z-6464	Manes.01G067800
VALSYN-PWY	L-valine biosynthesis	ACETOLACTSYN-RXN	EC-2.2.1.6	G2Z-8463-MONOMER	acetolactate synthase	G2Z-8463	Manes.06G001200
VALSYN-PWY	L-valine biosynthesis	ACETOLACTSYN-RXN	EC-2.2.1.6	G2Z-8695-MONOMER	acetolactate synthase	G2Z-8695	Manes.06G120100
VALSYN-PWY	L-valine biosynthesis	ACETOLACTSYN-RXN	EC-2.2.1.6	G2Z-10342-MONOMER	acetolactate synthase	G2Z-10342	Manes.12G000300
VALSYN-PWY	L-valine biosynthesis	ACETOLACTSYN-RXN	EC-2.2.1.6	G2Z-11635-MONOMER	acetolactate synthase	G2Z-11635	Manes.15G161400
VALSYN-PWY	L-valine biosynthesis	ACETOLACTSYN-RXN	EC-2.2.1.6	G2Z-11991-MONOMER	acetolactate synthase	G2Z-11991	Manes.17G007500
VALSYN-PWY	L-valine biosynthesis	ACETOLACTSYN-RXN	EC-2.2.1.6	G2Z-12652-MONOMER	acetolactate synthase	G2Z-12652	Manes.S098700
VALSYN-PWY	L-valine biosynthesis	ACETOLACTREDUCTOISOM-RXN	EC-1.1.1.86	G2Z-10929-MONOMER	(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate:NADP<sup>+</sup> oxidoreductase (isomerizing)	G2Z-10929	Manes.13G137600
VALSYN-PWY	L-valine biosynthesis	ACETOLACTREDUCTOISOM-RXN	EC-1.1.1.86	G2Z-11770-MONOMER	(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate:NADP<sup>+</sup> oxidoreductase (isomerizing)	G2Z-11770	Manes.16G038300
VALSYN-PWY	L-valine biosynthesis	ACETOLACTREDUCTOISOM-RXN	EC-1.1.1.86	G2Z-12064-MONOMER	(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate:NADP<sup>+</sup> oxidoreductase (isomerizing)	G2Z-12064	Manes.17G055100
VALSYN-PWY	L-valine biosynthesis	BRANCHED-CHAINAMINOTRANSFERVAL-RXN	EC-2.6.1.42	G2Z-9716-MONOMER	valine transaminase	G2Z-9716	Manes.09G164000
VALSYN-PWY	L-valine biosynthesis	DIHYDROXYISOVALDEHYDRAT-RXN	EC-4.2.1.9	G2Z-7613-MONOMER	2,3-dihydroxy-isovalerate dehydratase	G2Z-7613	Manes.03G150100
VALSYN-PWY	L-valine biosynthesis	DIHYDROXYISOVALDEHYDRAT-RXN	EC-4.2.1.9	G2Z-9111-MONOMER	2,3-dihydroxy-isovalerate dehydratase	G2Z-9111	Manes.08G006000
VALSYN-PWY	L-valine biosynthesis	DIHYDROXYISOVALDEHYDRAT-RXN	EC-4.2.1.9	G2Z-9540-MONOMER	2,3-dihydroxy-isovalerate dehydratase	G2Z-9540	Manes.09G069200
VALSYN-PWY	L-valine biosynthesis	DIHYDROXYISOVALDEHYDRAT-RXN	EC-4.2.1.9	G2Z-11416-MONOMER	2,3-dihydroxy-isovalerate dehydratase	G2Z-11416	Manes.15G050800
PWY-7436	vitamin E biosynthesis (tocotrienols)	RXN-14918	EC-2.1.1.95	G2Z-9412-MONOMER	&gamma;-tocotrienol methyltransferase	G2Z-9412	Manes.08G160400
PWY-7436	vitamin E biosynthesis (tocotrienols)	RXN-14922	EC-5.5.1.24	G2Z-11833-MONOMER	&gamma;-tocotrienol cyclase	G2Z-11833	Manes.16G072000
PWY-7436	vitamin E biosynthesis (tocotrienols)	RXN-14917	EC-2.1.1.295	G2Z-6724-MONOMER	2-methyl-6-geranylgeranyl-1,4-benzoquinol methyltransferase	G2Z-6724	Manes.01G203300
PWY-7436	vitamin E biosynthesis (tocotrienols)	RXN-14917	EC-2.1.1.295	G2Z-8207-MONOMER	2-methyl-6-geranylgeranyl-1,4-benzoquinol methyltransferase	G2Z-8207	Manes.05G082400
PWY-7436	vitamin E biosynthesis (tocotrienols)	RXN-14917	EC-2.1.1.295	G2Z-11380-MONOMER	2-methyl-6-geranylgeranyl-1,4-benzoquinol methyltransferase	G2Z-11380	Manes.15G033900
PWY-7436	vitamin E biosynthesis (tocotrienols)	RXN-14919	EC-2.1.1.95	G2Z-9412-MONOMER	&delta;-tocotrienol methyltransferase	G2Z-9412	Manes.08G160400
PWY-7436	vitamin E biosynthesis (tocotrienols)	RXN-14921	EC-5.5.1.24	G2Z-11833-MONOMER	&delta;-tocotrienol cyclase	G2Z-11833	Manes.16G072000
PWY-7436	vitamin E biosynthesis (tocotrienols)	RXN-14929	EC-2.5.1.116	G2Z-11960-MONOMER	homogentisate geranylgeranyl transferase	G2Z-11960	Manes.16G126800
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-16393	EC-6.2.1.3	G2Z-11334-MONOMER		G2Z-11334	Manes.15G006200
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-16393	EC-6.2.1.3	G2Z-11333-MONOMER		G2Z-11333	Manes.15G006100
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-16393	EC-6.2.1.3	G2Z-10924-MONOMER		G2Z-10924	Manes.13G135800
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-16393	EC-6.2.1.3	G2Z-10535-MONOMER		G2Z-10535	Manes.12G098900
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-16393	EC-6.2.1.3	G2Z-9978-MONOMER		G2Z-9978	Manes.10G130400
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-16393	EC-6.2.1.3	G2Z-11365-MONOMER		G2Z-11365	Manes.15G026900
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-16393	EC-6.2.1.3	G2Z-9723-MONOMER		G2Z-9723	Manes.09G167400
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-16393	EC-6.2.1.3	G2Z-7680-MONOMER		G2Z-7680	Manes.03G180700
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-11334-MONOMER		G2Z-11334	Manes.15G006200
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-11333-MONOMER		G2Z-11333	Manes.15G006100
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-10924-MONOMER		G2Z-10924	Manes.13G135800
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-10535-MONOMER		G2Z-10535	Manes.12G098900
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-9978-MONOMER		G2Z-9978	Manes.10G130400
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-12494-MONOMER	palmitate-CoA ligase	G2Z-12494	Manes.S001600
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-12366-MONOMER	palmitate-CoA ligase	G2Z-12366	Manes.18G076900
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-12163-MONOMER	palmitate-CoA ligase	G2Z-12163	Manes.17G097400
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-11365-MONOMER		G2Z-11365	Manes.15G026900
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-10771-MONOMER	palmitate-CoA ligase	G2Z-10771	Manes.13G060600
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-10674-MONOMER		G2Z-10674	Manes.13G010800
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-10361-MONOMER		G2Z-10361	Manes.12G010100
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-10111-MONOMER		G2Z-10111	Manes.11G037400
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-9723-MONOMER		G2Z-9723	Manes.09G167400
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-8070-MONOMER	palmitate-CoA ligase	G2Z-8070	Manes.05G012700
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-7680-MONOMER		G2Z-7680	Manes.03G180700
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-7192-MONOMER	palmitate-CoA ligase	G2Z-7192	Manes.02G162800
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-6885-MONOMER	palmitate-CoA ligase	G2Z-6885	Manes.02G010300
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9623	EC-6.2.1.3	G2Z-6776-MONOMER	palmitate-CoA ligase	G2Z-6776	Manes.01G230600
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9655	EC-2.3.1.86	G2Z-6614-MONOMER		G2Z-6614	Manes.01G139400
PWY-5971	palmitate biosynthesis II (bacteria and plants)	3.1.2.21-RXN	EC-3.1.2.21	unknown	unknown	unknown	unknown
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9549	EC-3.1.2.14	unknown	unknown	unknown	unknown
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9663	EC-1.3.1.9	G2Z-11515-MONOMER		G2Z-11515	Manes.15G102700
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9663	EC-1.3.1.9	G2Z-8894-MONOMER		G2Z-8894	Manes.07G033800
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9663	EC-1.3.1.9	G2Z-9195-MONOMER	<i>trans</i> hexadecenoyl-[acp] reductase	G2Z-9195	Manes.08G046300
PWY-5971	palmitate biosynthesis II (bacteria and plants)	4.2.1.61-RXN	EC-2.3.1.86	G2Z-6614-MONOMER		G2Z-6614	Manes.01G139400
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9540	EC-2.3.1.86	G2Z-12635-MONOMER		G2Z-12635	Manes.S080800
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9540	EC-2.3.1.86	G2Z-12607-MONOMER		G2Z-12607	Manes.S061800
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9540	EC-2.3.1.86	G2Z-10687-MONOMER		G2Z-10687	Manes.13G015500
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9540	EC-2.3.1.86	G2Z-10369-MONOMER	3-oxo-palmitoyl-[acyl-carrier protein] reductase	G2Z-10369	Manes.12G014900
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9540	EC-2.3.1.86	G2Z-8878-MONOMER		G2Z-8878	Manes.07G028700
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9540	EC-2.3.1.86	G2Z-8513-MONOMER	3-oxo-palmitoyl-[acyl-carrier protein] reductase	G2Z-8513	Manes.06G025500
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9539	EC-2.3.1.179	G2Z-11553-MONOMER	3-oxo-palmitoyl-[acyl-carrier protein] synthase	G2Z-11553	Manes.15G120000
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9662	EC-1.3.1.9	G2Z-11515-MONOMER		G2Z-11515	Manes.15G102700
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9662	EC-1.3.1.9	G2Z-8894-MONOMER		G2Z-8894	Manes.07G033800
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9662	EC-1.3.1.9	G2Z-9195-MONOMER	<i>trans</i> tetradec-2-enoyl-[acp] reductase	G2Z-9195	Manes.08G046300
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9537	EC-2.3.1.86	G2Z-6614-MONOMER		G2Z-6614	Manes.01G139400
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9536	EC-2.3.1.86	G2Z-12635-MONOMER		G2Z-12635	Manes.S080800
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9536	EC-2.3.1.86	G2Z-12607-MONOMER		G2Z-12607	Manes.S061800
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9536	EC-2.3.1.86	G2Z-10687-MONOMER		G2Z-10687	Manes.13G015500
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9536	EC-2.3.1.86	G2Z-10369-MONOMER	3-oxo-meristoyl-[acyl-carrier protein] reductase	G2Z-10369	Manes.12G014900
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9536	EC-2.3.1.86	G2Z-8878-MONOMER		G2Z-8878	Manes.07G028700
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9536	EC-2.3.1.86	G2Z-8513-MONOMER	3-oxo-meristoyl-[acyl-carrier protein] reductase	G2Z-8513	Manes.06G025500
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9535	EC-2.3.1.179	G2Z-11553-MONOMER	&beta;-ketomeristoyl-[acp] synthase	G2Z-11553	Manes.15G120000
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9661	EC-1.3.1.9	G2Z-11515-MONOMER		G2Z-11515	Manes.15G102700
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9661	EC-1.3.1.9	G2Z-8894-MONOMER		G2Z-8894	Manes.07G033800
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9661	EC-1.3.1.9	G2Z-9195-MONOMER	<i>trans</i> dodec-2-enoyl-[acp] reductase	G2Z-9195	Manes.08G046300
PWY-5971	palmitate biosynthesis II (bacteria and plants)	RXN-9533	EC-2.3.1.86	G2Z-6614-MONOMER		G2Z-6614	Manes.01G139400
